season,lg,team,abbreviation,playoffs,g,fg_percent,x3p_percent,x2p_percent,ft_percent,pts
1987,NBA,Atlanta Hawks,ATL,TRUE,82,0.481,0.318,0.491,0.759,9024
1987,NBA,Boston Celtics,BOS,TRUE,82,0.517,0.366,0.53,0.808,9237
1987,NBA,Chicago Bulls,CHI,TRUE,82,0.473,0.261,0.482,0.778,8596
1987,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.47,0.24,0.482,0.697,8558
1987,NBA,Dallas Mavericks,DAL,TRUE,82,0.487,0.354,0.5,0.791,9567
1987,NBA,Denver Nuggets,DEN,TRUE,82,0.471,0.271,0.481,0.769,9569
1987,NBA,Detroit Pistons,DET,TRUE,82,0.49,0.231,0.496,0.765,9118
1987,NBA,Golden State Warriors,GSW,TRUE,82,0.479,0.319,0.487,0.78,9188
1987,NBA,Houston Rockets,HOU,TRUE,82,0.477,0.275,0.487,0.741,8765
1987,NBA,Indiana Pacers,IND,TRUE,82,0.472,0.297,0.479,0.782,8698
1987,NBA,Los Angeles Lakers,LAL,TRUE,82,0.516,0.367,0.526,0.789,9656
1987,NBA,Milwaukee Bucks,MIL,TRUE,82,0.475,0.323,0.488,0.766,9052
1987,NBA,New York Knicks,NYK,FALSE,82,0.474,0.333,0.482,0.73,8508
1987,NBA,Philadelphia 76ers,PHI,TRUE,82,0.491,0.259,0.503,0.753,8729
1987,NBA,Phoenix Suns,PHO,FALSE,82,0.497,0.242,0.506,0.76,9111
1987,NBA,Portland Trail Blazers,POR,TRUE,82,0.504,0.289,0.514,0.775,9667
1987,NBA,Sacramento Kings,SAC,FALSE,82,0.475,0.251,0.485,0.796,9095
1987,NBA,San Antonio Spurs,SAS,FALSE,82,0.474,0.29,0.484,0.742,8882
1987,NBA,Utah Jazz,UTA,TRUE,82,0.464,0.31,0.474,0.726,8844
1986,NBA,Atlanta Hawks,ATL,TRUE,82,0.49,0.199,0.497,0.732,8906
1986,NBA,Boston Celtics,BOS,TRUE,82,0.508,0.351,0.517,0.794,9359
1986,NBA,Chicago Bulls,CHI,TRUE,82,0.481,0.278,0.49,0.769,8962
1986,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.48,0.338,0.489,0.752,8836
1986,NBA,Dallas Mavericks,DAL,TRUE,82,0.501,0.316,0.513,0.776,9453
1986,NBA,Denver Nuggets,DEN,TRUE,82,0.471,0.233,0.48,0.798,9410
1986,NBA,Detroit Pistons,DET,TRUE,82,0.484,0.302,0.489,0.783,9363
1986,NBA,Golden State Warriors,GSW,FALSE,82,0.482,0.313,0.489,0.76,9299
1986,NBA,Houston Rockets,HOU,TRUE,82,0.49,0.274,0.499,0.73,9379
1986,NBA,Indiana Pacers,IND,FALSE,82,0.481,0.161,0.488,0.739,8519
1986,NBA,Los Angeles Lakers,LAL,TRUE,82,0.522,0.337,0.533,0.778,9618
1986,NBA,Milwaukee Bucks,MIL,TRUE,82,0.493,0.327,0.502,0.764,9390
1986,NBA,New York Knicks,NYK,FALSE,82,0.46,0.343,0.465,0.686,8094
1986,NBA,Philadelphia 76ers,PHI,TRUE,82,0.487,0.228,0.495,0.758,9051
1986,NBA,Phoenix Suns,PHO,FALSE,82,0.503,0.208,0.511,0.726,9023
1986,NBA,Portland Trail Blazers,POR,TRUE,82,0.496,0.269,0.505,0.765,9436
1986,NBA,Sacramento Kings,SAC,TRUE,82,0.49,0.224,0.495,0.778,8924
1986,NBA,San Antonio Spurs,SAS,TRUE,82,0.506,0.235,0.514,0.746,9120
1986,NBA,Utah Jazz,UTA,TRUE,82,0.488,0.207,0.494,0.716,8871
1985,NBA,Atlanta Hawks,ATL,FALSE,82,0.484,0.311,0.49,0.752,8743
1985,NBA,Boston Celtics,BOS,TRUE,82,0.508,0.356,0.515,0.806,9412
1985,NBA,Chicago Bulls,CHI,TRUE,82,0.5,0.18,0.507,0.784,8916
1985,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.471,0.287,0.48,0.749,8903
1985,NBA,Dallas Mavericks,DAL,TRUE,82,0.489,0.343,0.498,0.793,9116
1985,NBA,Denver Nuggets,DEN,TRUE,82,0.486,0.311,0.491,0.785,9841
1985,NBA,Detroit Pistons,DET,TRUE,82,0.48,0.226,0.487,0.788,9508
1985,NBA,Golden State Warriors,GSW,FALSE,82,0.463,0.282,0.473,0.768,9052
1985,NBA,Houston Rockets,HOU,TRUE,82,0.504,0.22,0.511,0.699,9118
1985,NBA,Indiana Pacers,IND,FALSE,82,0.476,0.194,0.482,0.744,8879
1985,NBA,Los Angeles Lakers,LAL,TRUE,82,0.545,0.305,0.555,0.763,9696
1985,NBA,Milwaukee Bucks,MIL,TRUE,82,0.491,0.303,0.499,0.757,9090
1985,NBA,New York Knicks,NYK,FALSE,82,0.484,0.258,0.49,0.726,8627
1985,NBA,Philadelphia 76ers,PHI,TRUE,82,0.492,0.263,0.5,0.803,9261
1985,NBA,Phoenix Suns,PHO,TRUE,82,0.491,0.283,0.5,0.771,8858
1985,NBA,Portland Trail Blazers,POR,TRUE,82,0.503,0.252,0.51,0.751,9469
1985,NBA,San Antonio Spurs,SAS,TRUE,82,0.513,0.272,0.52,0.763,9412
1985,NBA,Utah Jazz,UTA,TRUE,82,0.476,0.336,0.482,0.772,8937
1984,NBA,Atlanta Hawks,ATL,TRUE,82,0.474,0.217,0.478,0.761,8321
1984,NBA,Boston Celtics,BOS,TRUE,82,0.5,0.24,0.508,0.792,9194
1984,NBA,Chicago Bulls,CHI,FALSE,82,0.474,0.171,0.479,0.746,8501
1984,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.465,0.262,0.47,0.743,8386
1984,NBA,Dallas Mavericks,DAL,TRUE,82,0.5,0.228,0.507,0.755,9052
1984,NBA,Denver Nuggets,DEN,TRUE,82,0.493,0.302,0.499,0.818,10147
1984,NBA,Detroit Pistons,DET,TRUE,82,0.48,0.227,0.485,0.775,9602
1984,NBA,Golden State Warriors,GSW,FALSE,82,0.467,0.243,0.474,0.743,9008
1984,NBA,Houston Rockets,HOU,FALSE,82,0.495,0.195,0.501,0.74,9071
1984,NBA,Indiana Pacers,IND,FALSE,82,0.483,0.232,0.491,0.766,8566
1984,NBA,Los Angeles Lakers,LAL,TRUE,82,0.532,0.257,0.54,0.754,9478
1984,NBA,Milwaukee Bucks,MIL,TRUE,82,0.492,0.254,0.501,0.74,8666
1984,NBA,New York Knicks,NYK,TRUE,82,0.495,0.285,0.5,0.775,8763
1984,NBA,Philadelphia 76ers,PHI,TRUE,82,0.495,0.271,0.499,0.754,8838
1984,NBA,Phoenix Suns,PHO,TRUE,82,0.509,0.254,0.52,0.759,9101
1984,NBA,Portland Trail Blazers,POR,TRUE,82,0.505,0.194,0.511,0.754,9277
1984,NBA,San Antonio Spurs,SAS,FALSE,82,0.506,0.3,0.514,0.755,9862
1984,NBA,Utah Jazz,UTA,TRUE,82,0.498,0.319,0.506,0.781,9428
1983,NBA,Atlanta Hawks,ATL,TRUE,82,0.469,0.239,0.475,0.751,8335
1983,NBA,Boston Celtics,BOS,TRUE,82,0.492,0.21,0.499,0.737,9191
1983,NBA,Chicago Bulls,CHI,FALSE,82,0.48,0.215,0.487,0.737,9102
1983,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.465,0.25,0.469,0.721,7964
1983,NBA,Dallas Mavericks,DAL,FALSE,82,0.487,0.232,0.493,0.752,9243
1983,NBA,Denver Nuggets,DEN,TRUE,82,0.494,0.19,0.499,0.808,10105
1983,NBA,Detroit Pistons,DET,FALSE,82,0.477,0.265,0.484,0.742,9239
1983,NBA,Golden State Warriors,GSW,FALSE,82,0.483,0.227,0.488,0.737,8908
1983,NBA,Houston Rockets,HOU,FALSE,82,0.448,0.247,0.456,0.725,8145
1983,NBA,Indiana Pacers,IND,FALSE,82,0.48,0.212,0.488,0.758,8911
1983,NBA,Los Angeles Lakers,LAL,TRUE,82,0.528,0.104,0.533,0.736,9433
1983,NBA,Milwaukee Bucks,MIL,TRUE,82,0.489,0.219,0.495,0.753,8740
1983,NBA,New York Knicks,NYK,TRUE,82,0.482,0.252,0.486,0.71,8198
1983,NBA,Philadelphia 76ers,PHI,TRUE,82,0.499,0.229,0.503,0.742,9191
1983,NBA,Phoenix Suns,PHO,TRUE,82,0.497,0.253,0.502,0.743,8776
1983,NBA,Portland Trail Blazers,POR,TRUE,82,0.486,0.233,0.491,0.738,8808
1983,NBA,San Antonio Spurs,SAS,TRUE,82,0.504,0.305,0.512,0.765,9375
1983,NBA,Utah Jazz,UTA,FALSE,82,0.48,0.24,0.486,0.756,8938
1982,NBA,Atlanta Hawks,ATL,TRUE,82,0.474,0.219,0.479,0.768,8281
1982,NBA,Boston Celtics,BOS,TRUE,82,0.499,0.266,0.505,0.74,9180
1982,NBA,Chicago Bulls,CHI,FALSE,82,0.501,0.254,0.509,0.767,8743
1982,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.464,0.182,0.47,0.747,8463
1982,NBA,Dallas Mavericks,DAL,FALSE,82,0.469,0.289,0.474,0.735,8575
1982,NBA,Denver Nuggets,DEN,TRUE,82,0.52,0.268,0.525,0.796,10371
1982,NBA,Detroit Pistons,DET,FALSE,82,0.482,0.244,0.489,0.751,9112
1982,NBA,Golden State Warriors,GSW,FALSE,82,0.496,0.28,0.506,0.717,9092
1982,NBA,Houston Rockets,HOU,TRUE,82,0.476,0.284,0.48,0.729,8680
1982,NBA,Indiana Pacers,IND,FALSE,82,0.465,0.326,0.472,0.741,8379
1982,NBA,Los Angeles Lakers,LAL,TRUE,82,0.517,0.138,0.521,0.717,9400
1982,NBA,Milwaukee Bucks,MIL,TRUE,82,0.505,0.299,0.51,0.753,8890
1982,NBA,New York Knicks,NYK,FALSE,82,0.491,0.271,0.498,0.738,8707
1982,NBA,Philadelphia 76ers,PHI,TRUE,82,0.518,0.295,0.523,0.747,9119
1982,NBA,Phoenix Suns,PHO,TRUE,82,0.491,0.31,0.496,0.758,8705
1982,NBA,Portland Trail Blazers,POR,FALSE,82,0.505,0.207,0.511,0.72,9006
1982,NBA,San Antonio Spurs,SAS,TRUE,82,0.486,0.254,0.494,0.776,9272
1982,NBA,Utah Jazz,UTA,FALSE,82,0.494,0.227,0.498,0.751,9094
1981,NBA,Atlanta Hawks,ATL,FALSE,82,0.479,0.122,0.484,0.777,8604
1981,NBA,Boston Celtics,BOS,TRUE,82,0.504,0.27,0.513,0.752,9008
1981,NBA,Chicago Bulls,CHI,TRUE,82,0.501,0.212,0.508,0.774,8937
1981,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.467,0.289,0.473,0.778,8670
1981,NBA,Dallas Mavericks,DAL,FALSE,82,0.462,0.279,0.467,0.751,8322
1981,NBA,Denver Nuggets,DEN,FALSE,82,0.475,0.207,0.48,0.783,9986
1981,NBA,Detroit Pistons,DET,FALSE,82,0.463,0.155,0.467,0.725,8174
1981,NBA,Golden State Warriors,GSW,FALSE,82,0.489,0.286,0.495,0.727,9006
1981,NBA,Houston Rockets,HOU,TRUE,82,0.487,0.178,0.492,0.77,8878
1981,NBA,Indiana Pacers,IND,TRUE,82,0.482,0.178,0.489,0.715,8827
1981,NBA,Los Angeles Lakers,LAL,TRUE,82,0.512,0.181,0.516,0.729,9117
1981,NBA,Milwaukee Bucks,MIL,TRUE,82,0.498,0.229,0.503,0.77,9276
1981,NBA,New York Knicks,NYK,TRUE,82,0.483,0.237,0.491,0.747,8849
1981,NBA,Philadelphia 76ers,PHI,TRUE,82,0.514,0.226,0.518,0.768,9156
1981,NBA,Phoenix Suns,PHO,TRUE,82,0.49,0.217,0.496,0.745,9019
1981,NBA,Portland Trail Blazers,POR,TRUE,82,0.496,0.169,0.503,0.718,9080
1981,NBA,San Antonio Spurs,SAS,TRUE,82,0.491,0.176,0.495,0.769,9209
1981,NBA,Utah Jazz,UTA,FALSE,82,0.488,0.258,0.494,0.767,8301
1980,NBA,Atlanta Hawks,ATL,TRUE,82,0.464,0.173,0.467,0.771,8573
1980,NBA,Boston Celtics,BOS,TRUE,82,0.49,0.384,0.496,0.779,9303
1980,NBA,Chicago Bulls,CHI,FALSE,82,0.484,0.255,0.494,0.779,8813
1980,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.474,0.193,0.481,0.772,9360
1980,NBA,Denver Nuggets,DEN,FALSE,82,0.463,0.325,0.468,0.737,8878
1980,NBA,Detroit Pistons,DET,FALSE,82,0.48,0.26,0.486,0.74,8933
1980,NBA,Golden State Warriors,GSW,FALSE,82,0.482,0.223,0.486,0.738,8493
1980,NBA,Houston Rockets,HOU,TRUE,82,0.48,0.274,0.491,0.766,9084
1980,NBA,Indiana Pacers,IND,FALSE,82,0.473,0.28,0.481,0.751,9119
1980,NBA,Los Angeles Lakers,LAL,TRUE,82,0.529,0.2,0.534,0.775,9438
1980,NBA,Milwaukee Bucks,MIL,TRUE,82,0.488,0.323,0.491,0.764,9025
1980,NBA,New York Knicks,NYK,FALSE,82,0.496,0.22,0.503,0.747,9344
1980,NBA,Philadelphia 76ers,PHI,TRUE,82,0.492,0.216,0.497,0.772,8949
1980,NBA,Phoenix Suns,PHO,TRUE,82,0.493,0.243,0.504,0.773,9114
1980,NBA,Portland Trail Blazers,POR,TRUE,82,0.476,0.197,0.481,0.743,8402
1980,NBA,San Antonio Spurs,SAS,TRUE,82,0.498,0.252,0.505,0.801,9788
1980,NBA,Utah Jazz,UTA,FALSE,82,0.496,0.319,0.501,0.809,8394
1979,NBA,Atlanta Hawks,ATL,TRUE,82,0.473,NA,0.473,0.766,8950
1979,NBA,Boston Celtics,BOS,FALSE,82,0.48,NA,0.48,0.784,8874
1979,NBA,Chicago Bulls,CHI,FALSE,82,0.489,NA,0.489,0.747,8588
1979,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.468,NA,0.468,0.77,8732
1979,NBA,Denver Nuggets,DEN,TRUE,82,0.481,NA,0.481,0.72,9080
1979,NBA,Detroit Pistons,DET,FALSE,82,0.475,NA,0.475,0.717,9023
1979,NBA,Golden State Warriors,GSW,FALSE,82,0.487,NA,0.487,0.73,8621
1979,NBA,Houston Rockets,HOU,TRUE,82,0.497,NA,0.497,0.792,9297
1979,NBA,Indiana Pacers,IND,FALSE,82,0.475,NA,0.475,0.759,8909
1979,NBA,Los Angeles Lakers,LAL,TRUE,82,0.517,NA,0.517,0.769,9260
1979,NBA,Milwaukee Bucks,MIL,FALSE,82,0.503,NA,0.503,0.762,9353
1979,NBA,New York Knicks,NYK,FALSE,82,0.487,NA,0.487,0.7,8830
1979,NBA,Philadelphia 76ers,PHI,TRUE,82,0.488,NA,0.488,0.753,8983
1979,NBA,Phoenix Suns,PHO,TRUE,82,0.512,NA,0.512,0.768,9459
1979,NBA,Portland Trail Blazers,POR,TRUE,82,0.483,NA,0.483,0.765,8888
1979,NBA,San Antonio Spurs,SAS,TRUE,82,0.506,NA,0.506,0.795,9780
1978,NBA,Atlanta Hawks,ATL,TRUE,82,0.46,NA,0.46,0.793,8506
1978,NBA,Boston Celtics,BOS,FALSE,82,0.458,NA,0.458,0.779,8670
1978,NBA,Chicago Bulls,CHI,FALSE,82,0.473,NA,0.473,0.754,8523
1978,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.454,NA,0.454,0.741,8561
1978,NBA,Denver Nuggets,DEN,TRUE,82,0.477,NA,0.477,0.765,9164
1978,NBA,Detroit Pistons,DET,FALSE,82,0.478,NA,0.478,0.736,8936
1978,NBA,Golden State Warriors,GSW,FALSE,82,0.467,NA,0.467,0.745,8698
1978,NBA,Houston Rockets,HOU,FALSE,82,0.458,NA,0.458,0.774,8513
1978,NBA,Indiana Pacers,IND,FALSE,82,0.45,NA,0.45,0.743,8904
1978,NBA,Los Angeles Lakers,LAL,TRUE,82,0.487,NA,0.487,0.752,9044
1978,NBA,Milwaukee Bucks,MIL,TRUE,82,0.482,NA,0.482,0.726,9214
1978,NBA,New York Knicks,NYK,TRUE,82,0.488,NA,0.488,0.751,9300
1978,NBA,Philadelphia 76ers,PHI,TRUE,82,0.486,NA,0.486,0.752,9409
1978,NBA,Phoenix Suns,PHO,TRUE,82,0.476,NA,0.476,0.751,9211
1978,NBA,Portland Trail Blazers,POR,TRUE,82,0.483,NA,0.483,0.76,8829
1978,NBA,San Antonio Spurs,SAS,TRUE,82,0.5,NA,0.5,0.804,9385
1977,NBA,Atlanta Hawks,ATL,FALSE,82,0.457,NA,0.457,0.749,8394
1977,NBA,Boston Celtics,BOS,TRUE,82,0.445,NA,0.445,0.756,8572
1977,NBA,Chicago Bulls,CHI,TRUE,82,0.452,NA,0.452,0.747,8111
1977,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.449,NA,0.449,0.737,8370
1977,NBA,Denver Nuggets,DEN,TRUE,82,0.481,NA,0.481,0.738,9233
1977,NBA,Detroit Pistons,DET,TRUE,82,0.483,NA,0.483,0.736,8970
1977,NBA,Golden State Warriors,GSW,TRUE,82,0.475,NA,0.475,0.759,9097
1977,NBA,Houston Rockets,HOU,TRUE,82,0.483,NA,0.483,0.787,8726
1977,NBA,Indiana Pacers,IND,FALSE,82,0.449,NA,0.449,0.746,8758
1977,NBA,Los Angeles Lakers,LAL,TRUE,82,0.478,NA,0.478,0.74,8763
1977,NBA,Milwaukee Bucks,MIL,FALSE,82,0.468,NA,0.468,0.75,8889
1977,NBA,New York Knicks,NYK,FALSE,82,0.486,NA,0.486,0.764,8905
1977,NBA,Philadelphia 76ers,PHI,TRUE,82,0.48,NA,0.48,0.736,9034
1977,NBA,Phoenix Suns,PHO,FALSE,82,0.47,NA,0.47,0.764,8603
1977,NBA,Portland Trail Blazers,POR,TRUE,82,0.481,NA,0.481,0.762,9163
1977,NBA,San Antonio Spurs,SAS,TRUE,82,0.485,NA,0.485,0.797,9432
1976,NBA,Atlanta Hawks,ATL,FALSE,82,0.45,NA,0.45,0.733,8411
1976,NBA,Boston Celtics,BOS,TRUE,82,0.446,NA,0.446,0.78,8708
1976,NBA,Chicago Bulls,CHI,FALSE,82,0.414,NA,0.414,0.751,7863
1976,NBA,Cleveland Cavaliers,CLE,TRUE,82,0.454,NA,0.454,0.737,8340
1976,NBA,Detroit Pistons,DET,TRUE,82,0.464,NA,0.464,0.76,8605
1976,NBA,Golden State Warriors,GSW,TRUE,82,0.462,NA,0.462,0.751,9002
1976,NBA,Houston Rockets,HOU,FALSE,82,0.485,NA,0.485,0.79,8708
1976,NBA,Los Angeles Lakers,LAL,FALSE,82,0.465,NA,0.465,0.772,8764
1976,NBA,Milwaukee Bucks,MIL,TRUE,82,0.465,NA,0.465,0.736,8349
1976,NBA,New York Knicks,NYK,FALSE,82,0.456,NA,0.456,0.772,8418
1976,NBA,Philadelphia 76ers,PHI,TRUE,82,0.447,NA,0.447,0.733,8735
1976,NBA,Phoenix Suns,PHO,TRUE,82,0.472,NA,0.472,0.762,8620
1976,NBA,Portland Trail Blazers,POR,FALSE,82,0.469,NA,0.469,0.723,8533
1975,NBA,Atlanta Hawks,ATL,FALSE,82,0.438,NA,0.438,0.728,8620
1975,NBA,Boston Celtics,BOS,TRUE,82,0.458,NA,0.458,0.791,8734
1975,NBA,Chicago Bulls,CHI,TRUE,82,0.447,NA,0.447,0.777,8045
1975,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.462,NA,0.462,0.742,8117
1975,NBA,Detroit Pistons,DET,TRUE,82,0.466,NA,0.466,0.776,8111
1975,NBA,Golden State Warriors,GSW,TRUE,82,0.465,NA,0.465,0.768,8898
1975,NBA,Houston Rockets,HOU,TRUE,82,0.477,NA,0.477,0.799,8521
1975,NBA,Los Angeles Lakers,LAL,FALSE,82,0.45,NA,0.45,0.752,8459
1975,NBA,Milwaukee Bucks,MIL,FALSE,82,0.468,NA,0.468,0.775,8254
1975,NBA,New York Knicks,NYK,TRUE,82,0.45,NA,0.45,0.772,8236
1975,NBA,Philadelphia 76ers,PHI,FALSE,82,0.445,NA,0.445,0.749,8180
1975,NBA,Phoenix Suns,PHO,FALSE,82,0.447,NA,0.447,0.737,8297
1975,NBA,Portland Trail Blazers,POR,FALSE,82,0.48,NA,0.48,0.742,8508
1974,NBA,Atlanta Hawks,ATL,FALSE,82,0.465,NA,0.465,0.752,8907
1974,NBA,Boston Celtics,BOS,TRUE,82,0.456,NA,0.456,0.8,8937
1974,NBA,Chicago Bulls,CHI,TRUE,82,0.446,NA,0.446,0.771,8368
1974,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.439,NA,0.439,0.772,8221
1974,NBA,Detroit Pistons,DET,TRUE,82,0.459,NA,0.459,0.764,8560
1974,NBA,Golden State Warriors,GSW,FALSE,82,0.464,NA,0.464,0.778,9011
1974,NBA,Houston Rockets,HOU,FALSE,82,0.48,NA,0.48,0.812,8810
1974,NBA,Los Angeles Lakers,LAL,TRUE,82,0.453,NA,0.453,0.769,8951
1974,NBA,Milwaukee Bucks,MIL,TRUE,82,0.492,NA,0.492,0.763,8780
1974,NBA,New York Knicks,NYK,TRUE,82,0.465,NA,0.465,0.777,8306
1974,NBA,Philadelphia 76ers,PHI,FALSE,82,0.432,NA,0.432,0.771,8295
1974,NBA,Phoenix Suns,PHO,FALSE,82,0.46,NA,0.46,0.777,8847
1974,NBA,Portland Trail Blazers,POR,FALSE,82,0.467,NA,0.467,0.753,8761
1973,NBA,Atlanta Hawks,ATL,TRUE,82,0.461,NA,0.461,0.733,9219
1973,NBA,Boston Celtics,BOS,TRUE,82,0.448,NA,0.448,0.78,9238
1973,NBA,Chicago Bulls,CHI,TRUE,82,0.444,NA,0.444,0.759,8534
1973,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.435,NA,0.435,0.747,8418
1973,NBA,Detroit Pistons,DET,FALSE,82,0.463,NA,0.463,0.745,9042
1973,NBA,Golden State Warriors,GSW,TRUE,82,0.455,NA,0.455,0.798,8923
1973,NBA,Houston Rockets,HOU,FALSE,82,0.457,NA,0.457,0.793,9250
1973,NBA,Los Angeles Lakers,LAL,TRUE,82,0.478,NA,0.478,0.742,9159
1973,NBA,Milwaukee Bucks,MIL,TRUE,82,0.481,NA,0.481,0.753,8789
1973,NBA,New York Knicks,NYK,TRUE,82,0.467,NA,0.467,0.78,8610
1973,NBA,Philadelphia 76ers,PHI,FALSE,82,0.42,NA,0.42,0.75,8540
1973,NBA,Phoenix Suns,PHO,FALSE,82,0.455,NA,0.455,0.792,9155
1973,NBA,Portland Trail Blazers,POR,FALSE,82,0.458,NA,0.458,0.719,8707
1972,NBA,Atlanta Hawks,ATL,TRUE,82,0.46,NA,0.46,0.741,8982
1972,NBA,Boston Celtics,BOS,TRUE,82,0.453,NA,0.453,0.777,9477
1972,NBA,Chicago Bulls,CHI,TRUE,82,0.451,NA,0.451,0.755,9117
1972,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.428,NA,0.428,0.736,8674
1972,NBA,Detroit Pistons,DET,FALSE,82,0.454,NA,0.454,0.747,8945
1972,NBA,Golden State Warriors,GSW,TRUE,82,0.439,NA,0.439,0.767,8871
1972,NBA,Houston Rockets,HOU,FALSE,82,0.434,NA,0.434,0.748,8993
1972,NBA,Los Angeles Lakers,LAL,TRUE,82,0.49,NA,0.49,0.734,9920
1972,NBA,Milwaukee Bucks,MIL,TRUE,82,0.498,NA,0.498,0.739,9400
1972,NBA,New York Knicks,NYK,TRUE,82,0.459,NA,0.459,0.757,8785
1972,NBA,Philadelphia 76ers,PHI,FALSE,82,0.444,NA,0.444,0.725,9203
1972,NBA,Phoenix Suns,PHO,FALSE,82,0.457,NA,0.457,0.779,9534
1972,NBA,Portland Trail Blazers,POR,FALSE,82,0.442,NA,0.442,0.736,8759
1971,NBA,Atlanta Hawks,ATL,TRUE,82,0.465,NA,0.465,0.713,9348
1971,NBA,Boston Celtics,BOS,FALSE,82,0.442,NA,0.442,0.755,9608
1971,NBA,Chicago Bulls,CHI,TRUE,82,0.452,NA,0.452,0.79,9070
1971,NBA,Cleveland Cavaliers,CLE,FALSE,82,0.424,NA,0.424,0.746,8373
1971,NBA,Detroit Pistons,DET,FALSE,82,0.449,NA,0.449,0.745,9029
1971,NBA,Los Angeles Lakers,LAL,TRUE,82,0.476,NA,0.476,0.711,9411
1971,NBA,Milwaukee Bucks,MIL,TRUE,82,0.509,NA,0.509,0.742,9710
1971,NBA,New York Knicks,NYK,TRUE,82,0.45,NA,0.45,0.74,9026
1971,NBA,Philadelphia 76ers,PHI,TRUE,82,0.45,NA,0.45,0.741,9415
1971,NBA,Phoenix Suns,PHO,FALSE,82,0.437,NA,0.437,0.756,9333
1971,NBA,Portland Trail Blazers,POR,FALSE,82,0.435,NA,0.435,0.758,9467
1970,NBA,Atlanta Hawks,ATL,TRUE,82,0.483,NA,0.483,0.754,9646
1970,NBA,Boston Celtics,BOS,FALSE,82,0.443,NA,0.443,0.786,9422
1970,NBA,Chicago Bulls,CHI,TRUE,82,0.444,NA,0.444,0.772,9423
1970,NBA,Detroit Pistons,DET,FALSE,82,0.466,NA,0.466,0.734,9246
1970,NBA,Los Angeles Lakers,LAL,TRUE,82,0.461,NA,0.461,0.754,9327
1970,ABA,Los Angeles Stars,LAS,TRUE,84,0.44,0.268,0.451,0.75,9547
1970,NBA,Milwaukee Bucks,MIL,TRUE,82,0.488,NA,0.488,0.732,9741
1970,NBA,New York Knicks,NYK,TRUE,82,0.477,NA,0.477,0.733,9427
1970,NBA,Philadelphia 76ers,PHI,TRUE,82,0.469,NA,0.469,0.752,9998
1970,NBA,Phoenix Suns,PHO,TRUE,82,0.468,NA,0.468,0.744,9786
1969,NBA,Atlanta Hawks,ATL,TRUE,82,0.46,NA,0.46,0.687,9123
1969,NBA,Boston Celtics,BOS,TRUE,82,0.431,NA,0.431,0.729,9102
1969,NBA,Chicago Bulls,CHI,FALSE,82,0.418,NA,0.418,0.728,8587
1969,NBA,Detroit Pistons,DET,FALSE,82,0.451,NA,0.451,0.708,9359
1969,NBA,Los Angeles Lakers,LAL,TRUE,82,0.469,NA,0.469,0.65,9204
1969,ABA,Los Angeles Stars,LAS,FALSE,78,0.432,0.322,0.444,0.706,8925
1969,NBA,Milwaukee Bucks,MIL,FALSE,82,0.428,NA,0.428,0.745,9040
1969,NBA,New York Knicks,NYK,TRUE,82,0.459,NA,0.459,0.736,9087
1969,NBA,Philadelphia 76ers,PHI,TRUE,82,0.454,NA,0.454,0.725,9746
1969,NBA,Phoenix Suns,PHO,FALSE,82,0.43,NA,0.43,0.705,9162
1968,NBA,Boston Celtics,BOS,TRUE,82,0.44,NA,0.44,0.721,9523
1968,NBA,Chicago Bulls,CHI,TRUE,82,0.429,NA,0.429,0.738,8982
1968,NBA,Detroit Pistons,DET,TRUE,82,0.448,NA,0.448,0.708,9725
1968,NBA,Los Angeles Lakers,LAL,TRUE,82,0.477,NA,0.477,0.726,9937
1968,NBA,New York Knicks,NYK,TRUE,82,0.456,NA,0.456,0.71,9523
1968,NBA,Philadelphia 76ers,PHI,TRUE,82,0.471,NA,0.471,0.635,10051
1967,NBA,Boston Celtics,BOS,TRUE,81,0.447,NA,0.447,0.748,9664
1967,NBA,Chicago Bulls,CHI,TRUE,81,0.419,NA,0.419,0.732,9167
1967,NBA,Detroit Pistons,DET,FALSE,81,0.412,NA,0.412,0.723,9015
1967,NBA,Los Angeles Lakers,LAL,TRUE,81,0.447,NA,0.447,0.751,9764
1967,NBA,New York Knicks,NYK,TRUE,81,0.453,NA,0.453,0.722,9425
1967,NBA,Philadelphia 76ers,PHI,TRUE,81,0.483,NA,0.483,0.68,10143
1966,NBA,Boston Celtics,BOS,TRUE,80,0.417,NA,0.417,0.739,9014
1966,NBA,Detroit Pistons,DET,FALSE,80,0.409,NA,0.409,0.687,8827
1966,NBA,Los Angeles Lakers,LAL,TRUE,80,0.444,NA,0.444,0.773,9557
